Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
124,44,140,3.29891875,35.7706752,247.6756352
139,31,133,4.829709341,44.970713,342.1690677
134,36,136,2.726366388,46.67406514,192.0095668
137,44,136,1.706967286,31.32622994,275.0170205
134,47,133,2.89293965,31.53519444,308.1957512
121,47,141,2.746177232,23.74992115,263.4864054
148,39,146,3.068709526,36.055528,276.5645382
132,47,149,4.231788936,19.20097379,359.8345542
123,30,132,3.622335952,37.2015056,296.4353937
129,36,138,1.74110131,46.25139884,206.309102
132,32,134,3.937909025,41.62749909,374.9073367
129,43,149,3.367584853,37.72159321,373.6346523
148,41,145,3.313242922,44.34413977,299.9505886
128,43,137,3.71302753,40.54353078,309.1645565
127,33,145,3.255861835,33.53817032,325.2764257
122,42,148,2.830054945,33.23725294,351.4191227
135,45,145,3.561521131,18.74510986,285.7639611
133,45,147,3.894908278,30.20451614,388.2078649
128,34,144,1.903067771,33.28573109,331.9033123
149,49,147,2.988199577,31.44709584,256.6165932
140,35,143,2.832689853,42.16048574,412.4729676
130,35,145,1.159613082,20.63367113,159.0055102
122,47,134,4.337754626,42.82146187,218.8804778
124,35,137,2.509528096,40.95819684,217.4301659
148,36,145,1.290756933,46.52878145,375.1536027
129,45,130,2.831596388,28.07092474,294.8916208
132,38,140,1.645923224,21.17901862,187.0344614
123,42,140,3.817657659,41.55200054,308.210105
143,41,131,3.287086301,35.59507981,288.0613887
132,48,148,2.080455228,39.93723219,298.7191648
131,30,134,4.801895437,49.88591648,275.2621242
124,37,132,2.166981393,21.80889124,287.3565961
129,33,137,3.219987628,29.38680619,280.855892
147,48,133,4.206271297,21.74438775,249.8321687
143,34,142,3.055569192,45.12181155,253.9600013
128,46,143,4.843422703,15.59433589,293.3156662
139,32,130,4.375418268,19.73280913,287.0858616
126,48,134,4.684076056,23.67545948,220.0572098
121,30,136,2.490810335,41.99631214,387.5207978
141,30,135,3.19342167,36.9958971,345.5338808
143,49,144,4.360665182,28.60143162,343.5290251
147,38,144,4.614000137,20.55451061,320.8594729
142,34,137,4.777454312,26.25630436,305.9523192
126,36,131,4.516607973,41.01970906,265.8317323
127,35,143,3.923019616,28.36830947,339.7191598
126,46,145,1.096859222,31.19083663,254.776323
140,46,139,2.259813798,36.30191053,214.6909633
142,42,144,1.51574514,46.95106401,126.22027
148,41,133,1.619034405,23.75368436,196.7022501
133,33,141,2.16362875,30.67987985,252.4419933
145,37,139,1.298961829,25.86124707,243.6881947
138,34,131,1.972127249,31.31654237,227.1661301
124,34,133,4.827915346,39.37615452,205.2677924
142,42,149,2.247774314,31.87224334,413.7234608
144,40,135,1.63885228,44.20877209,311.4847837
137,37,143,3.873200722,34.36403348,310.7149395
139,37,132,4.3140206,28.50178102,266.2995834
131,30,144,2.256151398,42.38123731,202.3550938
142,42,130,2.113989242,30.09633661,342.5211915
136,34,148,1.967038192,33.04434226,273.0307478
132,37,130,2.573044956,49.81346265,294.4746628
121,46,142,1.348927031,42.52511052,214.586154
144,42,137,3.676516906,44.9299765,251.2113576
132,38,147,4.288905301,35.74978598,220.8163188
145,31,132,3.654729119,27.18757633,325.5495399
126,48,147,2.68479876,49.69443646,371.9081292
147,49,149,2.155848989,23.54070336,192.263705
129,46,138,2.637784658,45.54859311,285.6511886
142,36,135,2.69534994,46.89554671,277.6011221
125,32,149,3.664083314,43.61441734,255.8599065
122,48,131,4.712241423,18.99294058,312.9437219
145,48,133,1.282345958,44.89395525,326.7905613
122,38,147,4.813414372,38.23222789,371.5875321
137,39,136,4.640805134,38.82883912,314.432411
130,43,140,1.470929201,42.5286052,267.7343798
141,47,134,1.734340124,32.1688068,186.3638002
139,44,137,2.246382406,24.35050202,211.9499039
124,30,140,3.238664164,35.12262621,289.5929057
138,35,149,1.537904784,18.80364092,214.0903775
141,44,149,1.801339813,38.61817868,371.7964114
146,35,144,4.610701176,31.90293272,315.278561
147,47,132,1.437202523,32.58158328,229.3252132
138,30,136,2.595513061,21.50377329,227.5545998
149,32,137,4.052007111,16.44489898,247.8635614
134,46,140,4.554332468,36.39444246,324.7607155
149,45,139,2.34417025,38.05908299,243.2951539
135,37,149,1.657750021,32.44021833,190.7886636
143,46,138,3.948046636,41.80059501,257.9348165
128,37,144,4.090231035,34.73006785,220.3153574
123,46,149,4.920133776,44.68686059,404.973739
134,38,134,1.558167406,25.08415082,320.7218682
144,41,144,3.837683531,23.50879158,218.6209538
131,48,133,2.669170151,24.14008667,333.3750522
142,33,134,4.65851775,16.06814663,225.1723418
122,40,144,2.631323537,46.52184254,285.2076593
142,33,146,2.783841502,49.97152978,258.7890106
133,43,137,1.507186393,43.57828923,223.7741462
136,43,148,2.28374714,29.44086327,285.9778405
138,35,138,2.603361882,27.38767446,305.7620433
125,46,139,1.070035018,42.11388988,215.9974096
123,31,134,2.750297874,32.84807881,297.9892345
126,37,139,2.345274205,47.88102474,204.2836926
149,33,130,4.215358943,24.78528759,278.5307751
138,39,133,1.428450454,26.33362953,163.0102307
136,36,134,4.040844508,49.95887188,430.3720385
144,33,136,3.856046173,49.23611674,262.9757747
135,45,134,1.967129311,45.98171143,258.8926356
134,43,149,1.333086673,29.16200407,361.686568
141,45,137,4.367333783,44.31644573,330.056995
127,38,146,1.997720171,24.91876211,274.4350268
138,33,130,1.582240479,23.91641348,250.0729966
127,35,147,2.436146408,34.12531804,240.1674837
137,30,141,2.603531295,45.10920126,235.0666099
147,36,132,2.304351919,18.41156232,279.2475247
135,30,149,4.90592445,34.78570607,349.7438125
139,48,143,4.523282677,36.34084249,329.828376
138,37,145,4.491901986,35.29292163,182.5372952
129,32,147,2.595070362,22.64740459,215.8590919
136,30,139,4.851478559,17.24452007,308.7336391
132,30,144,3.736061185,46.32471571,277.7088675
132,36,139,4.327978675,35.10793418,347.1489144
126,42,130,3.0035005,41.87665516,306.6621941
146,30,148,1.642469173,27.75529505,312.0019048
129,45,131,4.54754202,16.48757945,322.4366716
121,43,142,2.945706957,24.08478582,261.0507345
123,33,145,4.874219636,17.56779808,299.6221428
144,41,137,2.019444046,17.73844377,281.6653142
125,41,132,4.969515966,22.50607707,334.2360383
143,46,148,1.889698728,37.1752347,309.0634513
137,44,143,2.472667032,43.62198216,248.6601388
142,39,140,3.376066092,43.74749608,359.3685641
125,32,141,3.773292237,47.82147851,217.6422354
148,49,140,3.881128676,37.9733559,259.476687
149,49,140,2.905009636,15.69513296,230.9222215
144,41,147,1.307307827,28.20908523,239.5567967
142,30,139,2.984192607,18.90111564,310.6196607
136,30,145,2.33875181,42.21126615,222.1915366
133,39,137,3.630622436,19.18911865,292.3763045
143,47,135,1.729102337,18.70728591,208.6032395
130,44,148,2.575649299,15.98730211,305.80717
145,31,142,4.864476616,48.44259737,263.8339148
138,46,144,1.355469597,42.49985201,385.0132632
149,37,142,3.409336632,26.66587862,280.1396637
121,38,130,1.362592916,28.17537679,132.5174042
147,49,131,1.627982624,17.079995,233.2673908
122,40,142,3.419737554,20.52709241,302.0339997
130,35,131,2.77598209,25.90079808,223.0064446
125,43,140,3.193995988,28.57537961,162.2258061
148,30,142,4.519488682,36.69917448,282.8302982
133,36,139,4.26896097,27.26163226,321.4232806
138,38,144,4.551925798,48.41101798,266.6122242
145,40,130,3.465019683,26.99779735,313.7363952
135,45,143,2.958572679,47.9558376,268.9660762
140,48,139,2.836790327,40.54508922,355.1348098
141,31,147,3.959234225,46.49641393,298.2381208
143,44,140,3.085199513,39.61050147,199.5246515
126,32,136,1.423075185,34.9004413,335.5955207
149,33,144,1.567756096,32.81789744,227.5784896
146,49,132,2.428331071,25.19683601,174.0687281
127,36,131,1.271293488,25.43608953,219.9572651
138,41,137,1.956924878,22.81220454,283.3678111
139,33,137,3.625603413,28.49392901,173.7104261
135,39,140,1.049721249,19.44405528,51.09241173
141,35,145,3.416371462,28.56617729,174.2124496
146,43,131,4.089427693,44.18103114,326.1502358
126,32,134,1.680615006,45.46023002,190.7892759
128,46,136,1.723874253,37.49906305,286.0579648
132,40,149,1.115425466,23.98834302,281.3591362
120,39,142,3.049800155,23.41223175,251.799226
148,39,131,3.618350227,24.72751165,358.1125332
127,39,132,2.827638328,32.50137291,232.8921454
143,32,138,2.557795239,49.17555676,272.6461207
141,44,139,2.817651269,18.82145704,246.715587
123,46,142,4.126112875,32.51792331,273.1683658
122,47,142,1.134057229,38.87855265,236.6289108
146,48,134,4.135274243,23.59813151,338.3419477
122,48,136,3.665368463,48.91892967,318.4203129
141,41,146,1.965706217,27.21576051,331.2829495
132,34,144,3.098958905,47.6324464,233.2641979
127,45,134,1.197162683,35.90744006,241.1503931
126,44,136,2.518354681,15.14278014,285.7708841
146,44,131,1.696169916,25.88892483,265.1706728
120,35,147,1.089201544,15.75420257,143.4390867
146,41,139,2.428357991,28.35165055,291.7289954
135,31,130,3.90444967,47.6386911,265.8360144
125,49,143,4.684087469,42.26559571,411.388698
126,38,148,3.649054052,36.70462458,369.5652821
131,33,145,2.607880513,33.84932154,280.5441857
142,34,148,4.99798445,28.04036731,318.1289275
128,37,135,2.131774032,22.40388961,263.9612162
146,39,141,1.748525731,17.18837212,321.0252944
130,36,132,2.854729077,21.65513334,272.0264984
129,43,136,3.019645662,27.3032029,365.9987725
140,34,132,2.41929352,33.19968908,254.5242915
120,45,146,3.781996316,22.15413635,308.0478483
137,44,144,1.735457648,49.10150067,310.4013024
123,34,148,3.041359039,17.68975513,190.0281993
124,32,148,3.000507834,18.31771313,318.4952477
128,39,140,4.295145691,38.89108267,267.7536475
146,34,149,4.707872795,41.42715524,371.8913751
136,44,131,3.653063495,49.03580142,273.4470277
122,47,136,2.221486361,33.56554775,288.8064055
135,37,148,3.758444079,20.80768749,281.4105674
124,31,136,2.005484517,47.82751342,306.7689302
135,37,139,4.866177562,49.30820377,340.3896148
122,37,141,4.289448476,47.32298677,294.2713985
139,33,147,2.724761022,45.50796625,367.2249286
134,48,135,4.137374069,17.71509366,320.0430159
149,47,149,2.634622581,44.92055905,323.2764264
122,30,137,1.298440635,48.36294147,278.3385303
139,49,134,3.827075492,34.33100672,281.1733546
133,44,132,2.618455332,42.04057349,234.5680463
135,47,131,4.721279267,38.13134742,285.6505905
148,41,135,2.226244857,25.08203431,238.1199036
148,30,136,4.373331286,35.56319333,285.0256558
136,36,137,3.721751381,46.12807081,332.3493825
147,48,133,4.413298465,32.37348482,228.4403449
143,30,141,2.167527508,35.655087,177.3702308
139,36,141,2.845381613,33.60123037,314.1708492
142,31,146,4.292516045,24.88417071,264.3433357
137,36,148,3.575275277,37.5282088,298.9557606
137,48,138,2.439687598,32.83145128,252.3420361
141,42,141,3.047982503,23.13910982,348.9596872
133,34,146,4.984392377,46.33823533,353.737523
137,48,139,3.967391982,48.25160279,377.3064023
134,30,148,3.458090611,16.93804293,236.4933568
134,30,140,4.311645522,36.78220649,248.3657644
125,47,149,2.768121355,29.52659916,268.0901954
146,30,142,4.800256019,33.40840086,309.0137669
134,34,133,3.208084915,28.0840404,257.1121668
137,38,144,2.307488599,31.60254693,270.4304106
123,41,141,1.34407991,26.32018768,266.2174345
142,38,139,2.502780877,19.11611473,308.3696713
127,47,136,3.274553508,25.57114228,312.4790876
134,40,131,3.812992555,38.46162923,323.1409287
122,30,136,4.500466772,16.76335329,230.0569267
149,48,137,4.775843341,28.39563351,287.1528333
134,39,148,1.409815385,16.48047085,171.8967943
132,31,135,3.403619944,27.4693194,307.5254608
128,36,137,3.666358597,18.0664092,247.4272363
121,49,149,1.688255268,26.88740341,233.231781
143,31,133,3.182402721,44.33306931,291.2462587
127,48,149,2.339334542,36.46930455,124.7159354
148,35,138,1.309669328,38.88030485,264.8569652
149,39,134,1.263463965,32.63300447,256.9600769
139,38,135,4.036851922,47.28335955,388.5656981
136,37,148,3.461821807,33.94055234,369.5094059
132,40,141,3.860486713,18.65029308,234.8903772
120,38,134,3.741112618,47.65860712,239.7557712
121,49,134,1.537249199,19.65721788,285.7393699
149,49,147,1.606261026,49.97096196,326.4317045
134,38,135,2.009934897,30.23844916,386.312025
131,37,138,2.596402348,17.57199135,331.749844
133,44,140,4.7567049,45.24357369,297.4435351
144,31,143,3.695569446,18.25090155,228.7851238
148,30,131,2.020687738,21.10513124,280.5629296
121,38,143,1.223936407,29.60714682,219.9068755
137,38,148,3.736895723,38.66651948,334.9784563
141,42,139,3.501273883,19.23990057,218.3422178
126,37,134,3.703053673,36.79188144,382.4510285
148,34,133,2.044718616,42.31352337,318.8634387
142,32,136,3.067852869,19.32236365,290.953064
148,33,142,2.446811206,37.66497142,180.3621937
144,46,139,4.270795756,48.56065585,242.4489361
125,45,139,1.277586648,48.85882626,358.5394204
133,45,133,2.101767158,20.65819113,181.835249
127,49,145,3.411814977,41.58964303,337.7880603
146,32,144,1.820895108,44.63213522,333.8545484
141,35,140,3.690853744,46.11371333,300.6817125
121,30,148,1.547090013,26.32884965,292.0385745
136,45,132,1.091249167,24.45414573,140.3416237
124,44,144,4.453978131,16.67513728,301.005972
133,36,145,2.333777606,28.98151233,174.6407728
144,31,143,1.627395932,19.33847571,305.7797741
143,39,134,1.690836103,42.51900603,382.6543926
149,44,146,4.543581576,20.00383002,317.4038788
148,35,147,3.617725625,43.66168724,349.2983271
139,31,148,4.825385066,18.76647465,269.8286558
140,46,130,4.200161294,31.82154177,262.6565706
148,30,138,4.07017074,28.46219903,261.7410968
140,30,143,2.999282638,36.05403246,276.4639227
141,33,149,4.283219595,33.15701498,199.8912307
122,49,149,2.650610154,35.95192842,271.9511277
124,45,140,4.308001988,15.03372898,308.0483647
135,37,131,4.030965167,19.46262661,303.3546195
137,30,149,3.713754502,33.09920647,343.400929
145,48,134,2.318864744,23.03831363,259.6969521
136,40,144,3.522846549,17.67110041,201.9889187
130,46,141,3.027150499,22.61953796,271.6851242
136,39,143,2.846171468,42.29508454,293.9911758
135,41,140,4.960985334,33.95929326,262.3095621
145,38,138,3.017591319,21.65269095,218.1235805
142,36,149,1.127944822,15.55924302,239.9642938
121,41,137,3.505871476,27.51584578,318.6627984
123,44,141,3.91204338,27.51143571,224.4094022
140,37,132,4.540735477,40.7293823,413.1170835
126,46,144,3.530738907,47.18026635,367.6056585
121,34,137,1.077828469,28.02049206,198.5997992
149,43,136,1.478977343,39.08464383,207.822567
125,31,146,1.644960197,37.22169382,376.20539
136,45,141,1.845045412,29.77280996,342.4411871
126,46,149,4.199107589,17.30615282,299.4074814
144,32,147,2.2390402,31.57125754,294.463512
124,30,147,2.249449291,27.39484945,223.1228649
124,47,144,4.022349764,34.2568035,305.0627763
139,47,132,2.649746298,19.38889775,314.4996861
135,33,148,1.258558128,40.3483931,282.9595955
138,44,144,3.340505783,42.57126519,236.4730913
128,48,145,1.520270746,28.59615745,206.0248269
124,48,146,3.28665712,21.13465513,288.563446
127,39,130,4.11855243,36.82523039,373.0987368
128,34,140,4.717958549,48.45341887,390.377756
124,48,135,1.268210428,39.51761093,405.8399313
129,40,138,2.215866335,19.32187819,110.2423777
144,36,149,3.609855932,28.90270344,194.0083375
121,34,145,2.261812011,47.03790966,239.3657639
128,49,135,2.804102445,37.20479162,214.7807182
130,41,141,1.08036345,20.15032687,184.4135708
123,48,148,3.773992025,40.360727,399.3057231
141,44,142,4.533120526,27.37315762,223.3843364
141,41,142,4.907438591,32.13370373,355.5232923
141,33,133,4.322133396,29.52662963,227.0726523
121,41,138,1.12710505,40.39938113,222.4021037
142,47,143,3.607415873,22.62671464,296.6664225
148,46,143,2.982636985,28.59294229,243.8809597
125,48,146,4.751581973,41.05910015,376.172351
146,45,134,4.608555459,39.66739778,338.4049403
133,40,148,4.952184698,22.06104969,295.5820004
120,31,131,4.447736897,27.27323787,333.1081274
137,45,142,3.187568535,15.50274087,286.7746338
126,30,140,3.859602062,33.55603819,398.2379993
120,46,131,4.858708945,24.83294908,254.901241
120,47,130,3.312466911,15.41530708,233.1067535
120,42,132,4.359916748,29.86467523,248.5993306
143,34,141,4.768839504,47.44043991,477.1918364
123,35,136,3.282150765,47.3190408,378.9747231
123,30,130,1.636616984,28.02359988,298.8997648
148,39,138,1.622253573,30.72122585,260.6965521
137,34,147,1.461268697,23.49385122,205.3613704
146,30,149,2.905292721,17.39077222,228.6152426
130,40,135,2.920566313,39.2874339,268.321687
146,36,138,3.469484753,43.00184474,411.1525832
120,47,137,2.931491256,45.80366245,267.2799159
147,49,147,4.892220062,47.73505519,303.1153839
129,39,144,2.165243282,47.05871781,193.0235001
128,44,130,4.495266502,15.95841984,319.4546972
142,33,143,1.40132171,49.23332179,341.7560732
123,45,147,3.407670712,28.28257076,304.4343141
147,44,148,3.593300869,46.01376897,229.0006324
125,44,148,4.088920506,30.42660701,314.2547122
149,41,139,3.012088852,29.77666789,233.2955223
135,37,149,1.788905148,15.39167149,204.9253613
121,37,135,2.47599045,16.83545066,333.5567573
142,47,146,2.088646066,38.49476728,186.8074698
137,35,143,2.676422063,47.81742126,262.7101882
129,34,142,3.119873231,22.85400933,146.3467491
143,31,137,3.500281166,18.28716603,179.9378453
143,41,139,4.38048778,22.48499615,241.4932031
136,33,138,4.640041284,22.43119463,295.9927837
132,42,134,2.85032514,25.25974612,243.8749783
143,46,133,1.354685749,18.31602136,205.8453106
137,45,135,4.188260758,23.24343492,245.604956
141,38,135,2.908630901,47.2446192,324.5602223
132,30,142,3.185786405,46.15767331,372.4816381
136,44,133,3.38317656,26.07065193,272.3485395
124,41,137,3.671471035,49.89127102,400.6096307
130,34,134,4.56040344,25.44235876,254.3057333
126,47,131,4.808584781,40.26404367,299.8080091
148,49,138,4.760677276,37.54030877,297.6406079
129,31,140,4.237854609,17.25939509,324.9051991
136,33,149,4.556969014,26.98038961,198.2935003
134,44,149,1.198619076,48.30248662,376.6051386
137,35,140,4.396450666,16.78034266,266.786388
142,41,136,1.289060947,21.12095137,262.9459158
141,47,143,3.98477563,48.98310216,322.9060955
138,49,135,1.677454486,16.39274659,324.7827981
149,33,133,2.440441783,30.63125719,345.6162278
145,30,135,1.736734717,47.14228636,367.7229594
121,44,132,2.773846547,48.0287576,293.1962298
145,47,135,2.646989775,49.27623121,269.444742
123,43,132,1.192251376,31.84624415,130.0260236
122,32,130,4.32199178,18.02679957,292.5733042
126,44,147,4.416745983,42.04461486,349.9977228
143,34,133,4.150028976,39.81442152,347.1922192
137,32,135,4.390426413,35.28646882,293.8969885
129,36,146,4.003516141,46.08825551,445.5109201
126,35,147,4.749937781,46.90495311,357.1962171
127,30,135,3.305569001,38.91354956,281.8031188
125,48,131,3.330570186,18.92349815,253.4987515
141,36,141,4.439639634,18.34338105,250.9388541
145,33,141,2.397662187,29.30204133,257.2315779
120,41,133,1.200329417,25.24452095,280.1842668
123,49,145,3.999421582,19.65441145,293.6255396
133,47,149,2.018356718,36.39167874,331.1222806
136,38,139,2.896943248,38.92354314,398.5354442
139,48,139,1.961759343,39.42888921,318.6534585
137,33,136,4.308363408,21.13470406,386.7168869
130,30,143,4.83317186,25.70453325,260.1628864
148,38,136,1.220092414,21.96685162,239.9031195
140,44,141,1.933486526,36.04669809,173.8764728
145,37,140,1.758248495,34.84785024,325.7158859
133,44,146,3.692814051,32.6159703,305.4024912
128,44,140,2.714713599,25.36197955,360.1879177
146,47,132,2.825046654,23.29685244,210.464039
134,36,148,1.628316338,46.16427413,206.8973591
131,47,133,2.658938566,16.70988848,167.5452577
129,45,137,2.212913122,37.97394326,316.1810755
138,31,143,3.444763659,15.68519434,290.4616738
143,33,149,1.868952915,21.78433447,259.5744971
138,49,143,3.459245365,25.13192141,257.732676
125,45,145,2.510980767,46.02700892,237.3540505
139,32,144,2.385178248,19.82072268,149.2927107
143,31,141,2.222226537,47.82322944,383.8732081
146,32,145,3.695333976,43.54097065,323.5213405
125,34,149,3.249673622,38.76662484,346.6647765
127,31,148,4.4068868,29.41111512,264.0467173
120,48,134,1.96644071,46.6839907,256.6807003
141,49,141,1.160478318,33.47842604,226.1545142
136,31,134,1.728093927,27.99226348,193.7274382
136,31,139,2.373425457,35.49683965,329.5889849
143,49,146,1.718619961,23.12936773,302.1712906
134,47,144,1.33404271,24.5507362,245.2489091
126,49,137,2.781353893,47.17600778,371.3828405
138,43,137,3.707734655,42.78743945,299.5936771
141,44,137,4.006283068,32.97252552,377.0371035
144,41,139,2.594909299,29.57985869,196.7576407
142,40,149,2.912178378,43.26494787,282.8343884
147,40,142,4.021881973,34.97227167,298.7576404
122,36,145,2.410831321,29.52618067,336.8097541
149,41,138,4.139064845,33.04070772,371.5608113
149,45,145,4.869504262,23.14482354,301.6724135
148,34,139,4.521922493,22.06894589,247.5826819
141,31,132,2.814381347,49.61817727,251.1760257
130,45,143,3.31807398,48.93571374,359.3696295
139,44,142,3.865705547,29.72894882,254.3995806
149,40,133,2.39720177,33.03415361,314.8137863
148,35,133,4.1969524,43.95179482,277.6571927
138,42,135,2.747667981,40.40424793,264.6825138
128,48,148,4.387366232,18.48422317,259.2041947
129,39,140,2.01893558,28.1113869,301.490995
121,48,137,1.045512225,23.75529351,257.9411433
120,34,143,3.530753584,49.74205671,408.5156853
149,36,137,2.80755647,41.2045556,366.9932277
135,40,143,1.239292468,16.67178232,265.5051578
137,43,136,2.950449412,46.50132883,304.8733163
142,45,147,1.674279382,47.47854329,235.7357466
145,47,141,3.518996651,26.66441417,314.3062487
136,33,143,2.780182311,37.46922167,232.1413554
125,30,144,1.684499008,38.87136473,209.4029263
133,44,147,2.647755789,40.53416676,270.758715
142,43,141,1.930835233,39.27275456,168.2681214
144,48,139,3.612387122,34.59013029,344.8793232
134,34,141,2.180573496,48.38453687,240.4855444
133,33,137,4.2880694,32.93309602,242.9345642
143,42,135,1.056652822,18.88196299,164.9508398
141,47,148,2.613671906,17.81489191,310.5832511
122,41,130,3.468321822,15.64318167,223.3284302
143,44,142,1.090433138,29.97731854,290.0906802
142,38,145,1.86336761,24.56326928,281.0909709
138,33,147,2.309679838,46.33266204,314.1112404
144,34,141,1.087378218,45.35017505,275.3445345
131,38,134,3.186762819,44.32448758,292.7162457
121,42,142,3.523473556,45.35473411,190.8494279
122,39,137,1.910089007,25.41619878,268.5287956
137,45,135,3.173930909,29.91411405,364.3782557
148,42,132,4.996507557,25.91083207,293.6253316
120,33,149,4.547677151,18.01283686,319.0529974
139,42,133,1.234643326,47.34162027,219.0449749
140,37,141,1.511529858,36.5574193,302.335858
148,42,142,2.977613285,19.639334,241.8008027
125,44,131,1.980804459,22.21206348,191.8600053
124,49,148,1.323876949,30.77634196,207.9315766
120,49,133,2.018217971,16.81629273,213.6632236
138,42,142,1.244712391,24.51971234,186.9567593
120,34,148,3.119649768,39.62062357,330.2776756
146,35,137,2.961000415,47.21422687,275.265436
140,34,137,1.025304614,47.50559955,285.9506927
140,42,145,2.930065583,33.20101792,328.1216796
135,34,140,3.079220589,25.92543392,286.5585913
131,42,147,3.422814964,47.22609793,365.3968028
146,49,133,4.880398898,42.53222172,389.4026807
148,37,130,4.930769708,35.54891706,371.3602865
141,38,130,3.107717243,44.20935155,303.419224
127,48,143,4.38074679,31.05906291,197.8319816
145,49,133,1.34066308,18.92681921,139.593044
135,44,140,3.12461849,47.83833418,433.4915885
147,39,147,3.715600237,33.6902477,376.3570043
120,40,145,3.258915278,39.33516933,306.4222986
123,34,146,1.922883978,28.73023025,283.6083602
129,38,131,1.250631945,19.75095328,221.1430569
130,40,133,2.546677138,24.51586282,314.1476347
136,48,132,3.590569991,16.52854203,176.5243082
144,31,144,4.966852295,18.06528607,270.0656635
146,35,131,1.946133806,22.17216893,259.1299533
142,30,148,4.671159639,34.63538959,347.9695727
126,32,138,1.273045598,49.75096579,399.454754
131,32,139,4.723957096,44.53031582,299.2113481
140,43,148,4.329467071,18.00534686,151.5095514
126,49,134,1.083781411,44.48202851,282.2779927
131,34,143,2.192741496,33.77089579,233.6988921
134,46,139,1.203826615,38.11132136,175.354484
121,44,145,4.982023486,19.5418002,275.3162367
133,35,135,2.711376018,28.84040795,329.6955615
132,43,137,3.648694078,45.94426002,396.1245979
123,43,131,1.936762299,29.88779702,274.3947479
133,46,147,4.734944955,19.44897172,395.3643788
133,37,149,2.096696354,25.887635,270.9914019
135,37,137,2.040858429,22.75319021,223.9072731
126,48,134,2.258400384,39.0413964,230.7271156
138,38,146,2.849956659,46.88597175,308.3285831
121,40,145,1.074130905,40.67214853,266.2467789
129,42,134,3.391350001,44.52669946,232.1721696
137,42,146,1.126663189,43.2036182,223.7665681
148,48,133,3.156809951,15.51115061,229.6516381
136,48,130,2.831539609,19.35295706,236.5132766
124,34,135,1.970188233,29.81826802,185.5570952
131,45,130,2.319072069,18.92313826,294.6442721
125,38,133,3.822639245,40.72271678,300.427621
141,49,131,1.038390079,17.4565601,180.83522
128,32,142,2.266588552,29.5684657,269.6724452
139,48,143,3.721189017,28.73012237,232.6081142
120,34,146,1.609095462,34.02059798,283.550741
141,37,140,3.241542617,37.02821036,326.0508899
134,43,132,1.675731714,48.14347296,238.3379722
140,32,136,1.619047507,24.49146796,226.2366173
145,42,139,4.089120383,38.3094571,235.7379843
125,40,140,2.066101413,16.22796764,175.0628749
138,37,139,2.503076476,15.03524505,198.953001
137,48,137,3.920072262,15.88753739,278.2870889
125,39,134,1.718078402,30.71191138,197.1050607
132,47,131,3.126948085,34.4254603,318.2677845
120,47,144,4.671278655,15.21740763,256.3341845
142,36,145,3.215307278,28.87440392,292.7782022
142,45,133,1.195383066,16.42998406,256.7655917
145,35,145,3.358789099,37.86493766,383.023005
132,45,141,1.360613598,37.09312111,183.6472173
126,45,143,2.128498162,42.44643958,343.8933789
134,30,141,4.398700421,34.1191304,430.213051
131,48,145,1.044276512,36.80324399,310.6240535
146,32,145,1.308053235,24.77967526,270.2475722
145,35,141,2.453456515,17.99088364,182.2153856
120,33,131,4.99758352,40.80571567,377.9185211
134,33,143,2.167455624,36.41521667,356.4746089
123,33,140,1.629098475,47.8416141,347.4391729
132,39,138,3.197688531,49.62290446,390.8358888
142,38,136,3.077020086,44.6549417,385.6305232
146,37,141,2.798478354,49.49676509,345.9141706
144,48,146,4.786615008,37.66062038,393.5967635
124,46,138,2.120597484,18.21822065,154.8204902
148,46,135,2.173296917,18.14413887,334.4369011
121,30,141,1.561027886,43.2491921,292.067598
142,49,149,3.789152072,23.29011526,326.9566653
145,43,139,2.285477884,17.13458725,258.092779
120,49,138,4.210961172,31.52961117,226.9490442
135,40,141,4.887031509,26.01260495,179.0876558
142,32,130,1.174740968,35.58522019,276.9475633
125,37,131,4.97248756,36.0052862,336.1261245
142,39,148,2.016416905,38.85253504,319.9314993
135,46,130,2.680441429,35.17548132,231.2518209
133,37,145,4.110973418,28.33213165,270.7363043
148,30,145,3.661324569,15.82833448,274.7027321
145,49,147,4.113747683,46.67809638,309.563681
122,36,147,2.865328063,26.44226054,211.6311081
134,38,142,4.664268314,32.75027013,242.3352889
122,41,141,4.159763222,34.4928155,292.9539791
142,38,138,2.236911902,26.01985272,315.255361
148,49,134,4.793920885,25.79683347,117.073066
121,32,138,4.844216774,24.13015331,243.3988605
120,33,142,2.660214223,23.51736705,270.5194793
128,39,145,3.607841952,16.06385054,308.8296876
128,33,139,4.259074141,48.52701106,320.2799408
142,38,145,4.269202867,35.83536206,312.5624433
126,30,143,1.056494179,18.78234532,201.9798812
122,34,131,3.516054532,35.71854472,278.9079302
145,38,148,4.89479719,23.12866582,178.1804341
137,34,140,1.925388591,25.87387179,242.6860951
130,35,148,4.182435437,43.04088659,210.8742161
126,48,140,3.136990484,46.00307066,243.3670635
128,37,143,1.885880845,39.49383626,235.8713425
120,39,144,1.204151896,47.64035188,318.8392105
148,40,136,4.039686844,46.67594724,289.4609808
133,42,144,2.265881398,34.29095419,200.6481849
139,49,137,2.502344112,46.77463308,329.6551009
